RecordID,Temperature,Humidity,PM2.5 Concentration,PM10 Concentration,Nitrogen dioxide levels,Sulfur dioxide levels,Carbon monoxide levels,Proximity_to_Industrial_Areas,Population_Density,Air Quality
2550,23,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410,Good
2551,27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580,Moderate
2552,27,78.6,1.8,6.3,19.4,5.1,1,13,202,Good
2553,36.3,99.2,13.1,34.1,34.7,21,2.26,4.5,742,Poor
2554,36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707,Poor
2555,36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617,Poor
2556,29.2,58.3,18.1,21.8,16.9,5.3,0.98,16,219,Good
2557,28.5,62.2,84.5,102.4,24.8,0.8,1.41,5.1,287,Moderate
2558,26.1,49.9,0,5.9,18.7,9.7,0.82,10.4,556,Good
2559,24.4,71.5,12,19,20.3,3,0.91,13,473,Good
2560,27.1,69.3,2,7.7,16,5,1.07,11.1,501,Good
2561,22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530,Good
2562,20.9,42.4,19.6,24.7,18.2,7,0.83,11.9,316,Good
2563,31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,Poor
2564,35.5,91,13.1,17.2,20.7,15.1,1.99,5.4,597,Poor
2565,27.8,72.7,9.9,16.5,16.8,7.2,1.13,11.6,589,Good
2566,34.4,71.7,44,54.6,30.6,25.9,2.41,3.4,595,Poor
2567,25.7,58.1,7.8,11.9,21.4,3.4,1.06,21.5,589,Good
2568,29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,Moderate
2569,30.3,78.9,5.2,8.6,12.5,6.6,0.78,11,403,Good
2570,22,44.1,7.5,11.5,20,6.4,1.03,13.3,458,Good
2571,27.4,51,7,16.8,26.9,4.6,1.55,11.6,436,Moderate
2572,34.9,76.9,7.5,25.2,31.4,14.4,1.43,5,342,Moderate
2573,26.3,58.2,10.2,24.6,23.1,9,1.5,6,345,Moderate
2574,35.2,72,3.6,11.4,29.4,10.2,1.39,6.5,737,Moderate
2575,57.2,80.2,47.4,56.9,43.2,24.8,2.26,3,876,Hazardous
2576,24.4,76.8,10.1,21.3,29.1,18,2.17,6.8,464,Poor
2577,29,57.3,6.1,9.2,17.7,4.7,0.89,10.2,600,Good
2578,34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816,Hazardous
2579,22.7,64.4,14.2,22.5,21.5,8.1,1.06,12.2,389,Good
2580,31.4,69.8,20.4,32,16.3,9.7,1.49,8,643,Moderate
2581,38.8,65.2,3.4,14.3,33,15.2,1.76,3.9,526,Poor
2582,29.5,60.8,9.6,25,28.5,5.9,1.58,12.1,386,Moderate
2583,38.2,63.2,37.1,49.7,32.6,26.1,2.27,7.2,590,Poor
2584,41.4,74.5,12,37.6,46.8,13.8,3.61,4.3,632,Hazardous
2585,24,68.8,0.8,8.6,20.9,2.4,1.16,10.5,235,Good
2586,49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755,Hazardous
2587,25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380,Good
2588,22.7,49.7,18.4,27.1,20.4,6,0.92,10.5,565,Good
2589,34.8,87.9,90.5,108.9,45.4,21.4,2.11,3.4,521,Hazardous
2590,29.1,63.6,12.3,21.1,32,5.1,1.53,7.4,542,Moderate
2591,39.2,57.5,122.3,134.5,41.2,10.1,2.4,3.9,730,Poor
2592,31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373,Moderate
2593,34,60,28.4,38.5,26.8,14.4,2.1,3.7,391,Poor
2594,19.5,79.5,60.5,85.9,44,21.9,2.68,7.5,689,Hazardous
2595,35.9,66.6,27.1,49.5,36.3,15.9,1.91,5.3,426,Poor
2596,17.4,45.8,26.6,33,22,7.3,0.97,10.8,451,Good
2597,34.5,80.8,10.6,18.6,32.1,18.4,2.37,6.4,763,Poor
2598,24.7,56.3,2,5.5,13.9,4.1,0.89,12.2,510,Good
2599,26.2,79.4,9.7,14.5,26.9,7.5,1.02,10.3,322,Good
2600,20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458,Good
2601,20.9,74.5,1,8.1,10.5,1.5,0.9,10.5,278,Good
2602,28.4,63.8,2.8,9.7,17.6,6.2,0.91,16.5,578,Good
2603,39.3,59.7,78.3,94.6,42.2,17.3,2.19,3.5,582,Poor
2604,35.5,90.9,36.7,48.4,35.8,17.5,2.23,11.8,519,Poor
2605,20.5,52.8,7.7,12,14,7.8,1.1,10.6,320,Good
2606,22.1,56.2,6.8,12.7,25.4,4,0.93,12.5,389,Good
2607,21.2,40,2.3,6.1,15.1,6.4,1.04,15.8,481,Good
2608,26.1,43.6,2.8,11,15.4,8.7,1.08,11.2,574,Good
2609,30.4,103.6,17.5,40.4,24.1,-6.2,2.21,7.3,521,Poor
2610,25.5,83.5,11.1,26.3,30.5,14.6,2.27,3.7,698,Hazardous
2611,29.4,87.6,1.9,27.1,35.4,20.4,2.02,4.6,769,Hazardous
2612,22,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544,Good
2613,28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376,Good
2614,26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419,Moderate
2615,23.8,70.6,4.7,18.1,31.1,9.3,1.48,5.1,609,Moderate
2616,44,84.1,39.5,73,38.9,12.9,2.48,4,530,Hazardous
2617,32.8,100.5,21.8,37.5,29.6,6.6,2.94,6.1,774,Hazardous
2618,24.2,47.1,27.7,31.7,19.4,4.5,0.94,10.6,493,Good
2619,25.1,71.1,7.3,11.3,17.9,4.8,1,13.4,283,Good
2620,27.3,73.7,13.8,28.4,27.5,16.4,1.4,7.3,293,Moderate
2621,34.8,88.5,15.1,26.4,34,8.4,1.7,5.5,577,Moderate
2622,34.4,77.4,43.8,68.2,45.2,9.8,3.31,2.8,737,Hazardous
2623,32.3,52.4,24.4,30.9,27.7,6.5,0.95,10.7,436,Good
2624,21.9,48.7,3.6,7,25.1,1.1,0.99,11.2,247,Good
2625,19.7,39.9,2,6.8,28.4,7.6,1.14,10.2,347,Good
2626,25.9,70.2,16.7,27.6,26.2,8.6,2.03,6.4,442,Moderate
2627,32.2,66.6,8.3,19.7,23.5,13.2,1.08,5.6,382,Moderate
2628,34.7,72,9.7,33.5,33.9,13.2,2.3,4.4,475,Poor
2629,26.7,51.8,1.3,7.9,22.3,5,0.97,12.8,296,Good
2630,36.8,89.3,9.3,17.3,29.2,14.7,1.62,7,422,Moderate
2631,26.2,70.8,6.5,12.7,19,2.6,1.01,12.2,263,Good
2632,36.2,73.7,9.6,32.4,41.4,25.5,1.97,10,782,Hazardous
2633,28.1,47.9,2.7,6.7,26,8.3,1.03,11.1,228,Good
2634,24.5,56.2,24.6,29.6,13.5,4.3,0.93,11.5,364,Good
2635,25.6,46.5,0.6,8.1,27.8,3.9,1.1,14.2,534,Good
2636,34.7,97.6,6.1,19.6,23.1,19.6,2.12,6.4,596,Poor
2637,30.5,57.3,8.7,14.8,26.1,4.1,0.87,10.2,521,Good
2638,23.5,55.1,6,11.8,16.6,6.6,1.04,10.8,421,Good
2639,32.3,83,10.2,15.1,27,12.7,1.45,5,454,Moderate
2640,29.9,107.5,33.5,52.1,27.7,17.6,2.42,3.4,592,Poor
2641,28,56.8,5.2,8.9,26.6,8.6,1.04,10.8,593,Good
2642,29,90.6,24.2,30.3,31.4,9.4,1.38,6.8,303,Moderate
2643,39,90.6,55.4,67.5,23.6,16.3,2.13,3.8,467,Poor
2644,35.1,85.7,19.7,26.3,24.1,9.9,1.45,8.2,483,Moderate
2645,23.4,68,5.5,10.6,25.5,2,1.09,12,471,Good
2646,34.7,77,10.7,26.5,19.8,21.3,2.12,5.2,633,Poor
2647,17,47.4,10.1,16.5,24.7,2.7,1.02,11,555,Good
2648,35,56,23.4,27.1,32.7,11.5,1.62,5.8,452,Moderate
2649,25.1,50.6,1,4.6,21.6,6.2,1.1,10.1,388,Good
2650,28.4,66.1,5.6,9.5,18.9,3.6,0.97,11.8,560,Good
2651,26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341,Good
2652,25.4,78.6,4.1,6.7,21.3,9.1,1.4,10.1,543,Moderate
2653,27.9,56.7,0.7,6,14.5,5.9,1.1,12.9,275,Good
2654,34.9,86.4,9.2,28,36.9,9,2.08,7.1,728,Poor
2655,42.6,92.1,2.9,12.8,34.5,12,2.06,6.8,562,Poor
2656,40.6,90.4,67.5,85.6,30.3,16.1,2.32,3.9,485,Hazardous
2657,33.8,86.2,0.4,12.2,31.1,3.2,2.06,3.7,618,Poor
2658,25.7,70.3,0.7,5.4,14,10,0.91,11.1,374,Good
2659,28.1,78.4,26.9,33.2,21.9,5,0.77,11.3,249,Good
2660,24.2,41.9,2.4,6.5,17.9,6.8,0.88,10.1,500,Good
2661,33.8,81.1,7.3,21.3,38.8,22,2.35,6.3,693,Poor
2662,23.7,73.3,4.7,19,23,8.4,1.4,5.5,668,Moderate
2663,31,78,1.5,5.7,20,4.7,1.02,11,279,Good
2664,19.4,62,13.7,20.1,15,5.5,1.11,13.6,475,Good
2665,48.8,74.5,14,35.7,39,13.8,2.63,6.2,540,Hazardous
2666,27.6,66.9,47.1,60.3,32.4,14,2.2,3.4,426,Poor
2667,24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242,Good
2668,42.5,100.6,38.5,52.1,41.3,32.1,2.45,3,592,Hazardous
2669,25,48.9,1.8,7,17.5,4.1,0.83,15.2,366,Good
2670,24,70.5,1.1,4.1,19.1,7.1,1.03,10.3,584,Good
2671,27.7,72.6,99.7,102.3,31.2,7.1,1.21,5.2,506,Moderate
2672,26.1,48.2,15.7,16.5,17.1,5.3,0.94,11.1,344,Good
2673,34.8,54.9,13.2,18.9,20.1,11,1.63,5.3,385,Moderate
2674,35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571,Poor
2675,25.5,68.2,20.4,23.5,13.9,3.2,0.96,10.3,486,Good
2676,24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,Good
2677,40.9,78.5,1.7,21.6,39.6,25.9,2.8,3.4,641,Hazardous
2678,24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468,Good
2679,29.3,73.7,1.5,1.9,13.1,3.5,1.07,10.6,455,Good
2680,29.5,69.6,17.5,26.1,12,4.8,1.14,13.7,531,Good
2681,32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605,Moderate
2682,39.4,69,7.3,27.6,36.2,4.2,2.19,7.1,428,Poor
2683,25,59.9,1,5.4,22.6,5,1.15,18.4,509,Good
2684,31.9,93.9,32.7,44.6,38.8,16.7,2.52,3.4,564,Poor
2685,28.6,45.2,6.2,11.4,24,3.6,0.93,12.5,212,Good
2686,34.7,63.4,79.7,92,29.9,4,1.36,6.1,566,Moderate
2687,33.5,79.9,6.8,17.6,33,18.3,1.78,6.3,545,Moderate
2688,38.1,80.9,20.4,53,39.5,26.8,2.27,3.2,613,Hazardous
2689,28.4,77.5,39,55.4,24.2,7.4,2.06,8,707,Poor
2690,26.3,62.6,1.1,9.1,15.1,8.7,1.08,12.4,531,Good
2691,24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330,Good
2692,29.9,57.9,7.3,9.9,22.6,3.8,1.05,10.1,227,Good
2693,23.2,61.9,0.9,6.1,26.6,3.9,0.99,11.9,449,Good
2694,49,93.1,12.4,39.7,37.1,24.6,2.66,3.5,820,Hazardous
2695,22.9,80,12.1,18.3,23.8,2.5,1.09,12.8,189,Good
2696,30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737,Moderate
2697,25.8,68.6,18.1,26,25.7,5.7,0.81,10.2,351,Good
2698,34.7,94.5,12.3,31.9,39.8,20.2,1.58,4.4,424,Poor
2699,28.8,75.2,8.8,15.5,25.4,7.3,1.26,8.7,580,Moderate
2700,39.5,88.6,48.6,71,27.2,21.2,2.43,5.2,693,Poor
2701,25.3,61.9,21.7,28.6,11.2,0.2,0.99,13.4,542,Good
2702,26.1,51.8,2.7,4.5,18.1,4.9,0.94,10.2,277,Good
2703,35.1,81.5,1.7,10.9,29.1,11,1.48,11.5,337,Moderate
2704,26,39.5,0.3,9.2,23.1,8.1,0.96,10.5,243,Good
2705,17.8,84.3,7.5,23,27.7,7.9,1.35,7.5,315,Moderate
2706,45.6,98.3,28,43.8,32.1,14.9,2.18,3.2,680,Hazardous
2707,33.1,72.7,60.7,73.6,45.6,7.6,1.91,3.8,446,Poor
2708,33.9,65.9,11.6,23.8,25.1,11.2,1.13,7.3,427,Moderate
2709,25.3,55.4,7.3,13.2,18.5,3.3,0.89,17.1,214,Good
2710,23.6,60.7,2.9,6.9,15.8,3,1.09,12.4,506,Good
2711,35.8,90,9,27.5,37.6,17.1,2.02,4.6,644,Poor
2712,37.1,74,3.1,24.9,42.6,10.6,2.08,4.4,406,Poor
2713,29.7,77.9,1.4,16.2,37,11.2,2.52,5.6,430,Poor
2714,17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201,Good
2715,20.3,44.4,1.7,11.6,18.2,3.4,1.16,14.3,407,Good
2716,29.3,44.4,1.4,5.7,14.4,2.3,0.98,10.1,284,Good
2717,36.3,88.7,13.5,25.7,29.9,6.7,2.02,4.8,739,Poor
2718,33,73.5,14.2,21.9,33.5,3.3,1.55,6,582,Moderate
2719,26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451,Moderate
2720,21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470,Good
2721,31.1,52.6,23.6,27.8,26.9,4.3,1.56,6.6,416,Moderate
2722,30.1,72,14.4,19.7,22.7,10.7,1.46,6.4,372,Moderate
2723,37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399,Moderate
2724,30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425,Moderate
2725,41.4,93,30.7,45.3,40.3,12.5,1.63,4.2,600,Poor
2726,25.7,57.2,7.5,14.7,14.8,2.6,1.08,14,319,Good
2727,24.1,68,2.6,4.7,25.2,8.5,1.18,11.3,580,Good
2728,26.1,71.3,13.6,17.4,18.2,8.2,0.92,10.4,319,Good
2729,29.2,61.8,7.6,10.4,26.9,4.4,0.95,10.1,517,Good
2730,29.2,55.5,43.3,46.8,24,8.7,1.53,5.8,640,Moderate
2731,27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420,Moderate
2732,26.5,69.9,31.7,46,21.4,17.2,1.64,9.6,739,Moderate
2733,26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239,Good
2734,33.3,98.7,20.9,36.7,35.1,16,1.73,5.1,578,Poor
2735,40.8,91.2,84.9,91.3,46.5,27.7,2.37,8.5,861,Hazardous
2736,27.8,75.4,8.9,20.8,33.6,4.1,1.31,5.5,626,Moderate
2737,21.5,52.5,4.3,13.9,30,12.6,1.42,5,333,Moderate
2738,26.3,64.6,0.6,5.1,14.2,3.4,0.98,10.3,189,Good
2739,24.8,47.8,37,40.9,19.6,6.1,0.93,14.2,557,Good
2740,25.3,49.4,19.5,32,24.9,7.2,1.73,5.8,426,Moderate
2741,29.5,83.3,82.2,107.5,25.3,29,2.41,5.2,401,Poor
2742,18.9,43.7,3.3,12.7,25.7,5.8,1.78,5.4,432,Moderate
2743,38.8,90.8,12.6,20.3,29.3,8.3,1.57,6.9,630,Moderate
2744,40.1,95.2,11.5,30.1,34.8,18.6,1.88,5.4,803,Poor
2745,21.7,51.6,7.1,9.7,21.9,2.7,0.96,10.2,247,Good
2746,22.9,61.9,41.1,54.6,27.5,3.4,1.79,5.6,464,Moderate
2747,32,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660,Moderate
2748,21.7,65.2,26.3,33.3,13.9,2.5,0.96,11,278,Good
2749,29.3,86.8,62.8,74.6,23.6,13.1,1.62,5.1,564,Moderate
2750,23,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379,Good
2751,29.4,70.2,28.5,43.5,25.2,17.5,2.04,5.4,421,Poor
2752,24.7,73.9,8.1,16,26.4,5.1,0.98,11,352,Good
2753,33.9,94.5,16.6,42.2,41.7,18.5,2.4,8.1,421,Poor
2754,26.5,67.6,18.4,29,40,12.3,2.17,4.1,598,Poor
2755,30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,Good
2756,34,82.8,173.2,190,26.4,14.1,2.3,7.7,613,Poor
2757,30.9,87.1,17.6,32.2,42.7,19.2,1.88,7.6,511,Poor
2758,23.3,58.4,1.6,7.3,21.4,4,1.08,12.3,438,Good
2759,28.1,76.8,25.4,39.5,15.9,11.1,1.46,5.5,354,Moderate
2760,47.1,109.1,7.8,21.9,36.6,27.1,2.72,4,563,Hazardous
2761,30.5,48.5,4.9,8,17.4,3.9,0.95,13.8,371,Good
2762,24.9,83.7,12.1,20.4,30.8,7.6,1.3,7.6,516,Moderate
2763,31.6,76,3.8,12.5,19.3,6.5,1.56,5.8,317,Moderate
2764,30.6,100.8,40,65.9,39,30.7,3.19,4.1,738,Hazardous
2765,26.3,59.4,3.9,7,18.1,7.7,1.05,10.3,526,Good
2766,31.5,76,3.3,10.1,32.2,9.5,1.44,9.3,389,Moderate
2767,24.2,42.1,1.7,7.3,14,8.2,1.13,10.3,258,Good
2768,36.5,86.5,31.4,43,44.1,10.9,2.64,3.6,455,Poor
2769,29.6,44,3.6,10.2,22.3,7.5,1.11,10.2,484,Good
2770,33.4,63.9,6.2,10.6,35,15.7,1.84,5.2,471,Poor
2771,25.9,78,2,8.2,17.3,6.3,1.01,10,477,Good
2772,26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499,Moderate
2773,33.1,80.3,28.6,49.4,27.8,15.3,1.46,5.6,609,Moderate
2774,21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351,Good
2775,23.6,47.9,4.4,9.8,18.4,4.3,0.95,11,319,Good
2776,30.6,49.5,26.5,30.3,16.7,5.6,1.02,11.4,217,Good
2777,25,56.6,3.9,10.9,16.5,4,1.06,11.1,583,Good
2778,18,44.7,18.5,22.8,21.2,9.6,0.99,16,470,Good
2779,24.8,73.6,10.8,13.4,22.1,3.7,1.16,10.4,450,Good
2780,47.5,101.4,137,157.7,50.1,16.5,2.37,5.1,638,Hazardous
2781,42.9,80.5,3.8,7.1,24,9.4,1.3,6.6,553,Moderate
2782,24.2,56.4,2.5,12,11.7,3.2,0.98,11.6,340,Good
2783,33,68.5,2.3,13.4,31,12.8,1.34,5.9,620,Moderate
2784,25.5,69.6,8.1,13.5,14.5,7.5,1.12,10.3,313,Good
2785,35.1,69.4,3,3.7,34.9,17.7,1.66,6.6,632,Poor
2786,32.6,59.4,7.2,21.8,31.3,8.6,1.44,16.2,363,Moderate
2787,29.2,65.3,5.7,17.2,33.5,17,1.54,5.6,295,Moderate
2788,26.1,76.9,9.2,15.5,24.2,9.9,1.19,6.5,299,Moderate
2789,23,69.6,12.6,18.1,25.6,6.1,1.24,10.2,521,Good
2790,20.4,45.9,4.5,3.2,24.2,6.3,0.9,11.1,214,Good
2791,44.4,99.7,1.9,4.2,33.4,6.3,2.88,4.9,710,Hazardous
2792,40,71.3,0.5,4.4,14.5,16.1,1.41,5.1,318,Moderate
2793,25.5,81,1.1,9.9,31.2,12.3,1.77,5.9,572,Moderate
2794,28.2,63.8,2.4,7.5,20.9,6.8,0.83,10.6,317,Good
2795,32.9,47.3,37.9,46.2,20.1,3.9,1.47,10.3,419,Moderate
2796,29.8,73.1,4.7,12.9,23.1,12.2,1.44,5.9,682,Moderate
2797,29.7,53,18,30.5,27.8,8.6,1.36,5.1,488,Moderate
2798,36.2,80.6,13.9,22,28.7,13.3,1.56,7.5,483,Moderate
2799,24.2,51.8,13.9,20.7,24.5,4.8,1.02,10.5,582,Good
2800,33.7,91.2,17.2,29,25.1,12,1.43,6.3,505,Moderate
2801,30.4,59.1,3.9,14.9,28.9,12.3,1.67,5.6,487,Moderate
2802,24.8,57.8,8.8,10.5,15.3,4.6,1.05,12.4,430,Good
2803,17.2,75.7,22.8,29.4,23.7,2.3,1.11,10.7,389,Good
2804,28.2,71.4,9.2,25.5,34,6.2,2.35,3.2,594,Hazardous
2805,32.4,62.9,7.7,19.6,28.3,6.7,1.38,9.9,562,Moderate
2806,25.4,54.5,4,9.8,14.8,6.6,1.02,11,480,Good
2807,25.4,62.6,4.2,7.4,18.3,4.5,1.03,10.5,518,Good
2808,20.5,71.3,4.6,9.7,19.5,7.4,1.07,11.4,298,Good
2809,25,81.3,4.3,7.8,23.1,6.7,1.14,10.1,329,Good
2810,29.8,76.4,3.5,8.2,22.1,4.9,0.93,11.5,284,Good
2811,29.4,50.2,0.5,13.4,23.4,7.9,1.64,19.4,448,Moderate
2812,32.2,58.7,5,15,33.9,7.3,1.64,6.8,516,Moderate
2813,18.6,75.3,3.5,10,11.6,2.6,0.98,11.9,375,Good
2814,39.9,83.6,11.8,39.4,46.9,27.6,1.9,6.8,438,Poor
2815,21.9,52.7,7.3,13.7,26.9,5.8,1.16,12.2,232,Good
2816,34,75.9,10,18,30.4,5.2,1.57,5.2,356,Moderate
2817,24.1,72.6,15.9,18.3,14.8,4.3,1.15,12.5,317,Good
2818,24.6,55.1,2.8,9.7,19.9,7,0.93,10.6,448,Good
2819,25.8,89.6,3.6,6.3,18.1,10.7,1.59,7.9,467,Moderate
2820,24.8,67.2,20.9,23.5,22,5.8,0.92,12.5,255,Good
2821,35.4,81.5,4.6,17.8,37.6,11.7,1.9,3.6,488,Poor
2822,21.8,71.2,17,21.4,20.4,8.4,0.92,11.5,311,Good
2823,24.2,59.3,5.4,7.7,28.5,4.2,0.99,12.2,569,Good
2824,38.3,58.4,86.6,92.8,31.4,10,1.66,5.6,527,Moderate
2825,27.8,86.2,4,17.4,22.2,11,1.57,5.3,662,Moderate
2826,33.8,72.1,3.7,18.3,29.7,6.8,1.16,5.9,625,Moderate
2827,30.9,90.7,38.7,52,37,3.6,1.65,5.3,451,Moderate
2828,24.9,74.3,12.8,15.1,19.2,7.2,0.96,10.3,496,Good
2829,25.3,45,15.5,21.4,22.5,4.9,1.02,10.9,334,Good
2830,30.9,57.8,15.3,28.1,26.5,10.6,1.35,5.1,380,Moderate
2831,21,48,10.5,14.3,22.3,6.9,1.08,13.5,555,Good
2832,29.3,50,31.7,36.7,33.8,8.5,1.46,5.3,642,Moderate
2833,27,54.9,1.5,5.6,16.1,3.5,0.96,11.6,482,Good
2834,37.8,77.8,7.1,22.8,32.2,6.8,1.59,5.3,399,Moderate
2835,33.5,78,9.1,30,38.1,10.9,2.08,3.7,539,Poor
2836,36.9,83.1,8.9,34.8,52.1,1.5,2.89,3.3,648,Hazardous
2837,29,51.2,7.6,16,30.6,15.2,1.48,5.8,660,Moderate
2838,25.9,62.2,6.7,11,24.7,2.6,1.07,12.4,386,Good
2839,34,64.2,14.6,32.3,47.4,8.8,1.47,5.1,434,Poor
2840,24.3,61.4,16.6,22.3,13.5,3.7,1.04,10.2,226,Good
2841,26,54.6,3.9,10,23.6,4.3,1.11,11.4,298,Good
2842,29.4,53.6,5.6,15.9,28.9,8.5,1.61,8.9,384,Moderate
2843,27.5,66.2,1.8,7,27.2,7.3,1.06,11.3,326,Good
2844,23.1,64.3,3.9,18.3,29.5,13.8,1.5,8.3,444,Moderate
2845,22.2,61.2,2.4,5.8,21.6,3.8,1.13,11.5,459,Good
2846,34.9,69.9,10.7,17.5,23,12,1.28,6.9,720,Moderate
2847,23.8,88.2,4.5,18.4,30.8,18,1.94,3.4,409,Poor
2848,26.8,79.8,15.1,33,28.6,14.6,1.56,4.2,367,Poor
2849,24.6,47.1,17.3,23,14.8,5.5,1.05,12.8,412,Good
2850,40.7,108.7,41.1,79.6,38.8,21,2.07,2.7,803,Hazardous
2851,26,72.8,3.4,10.2,25.1,-0.2,1.05,12.5,437,Good
2852,22.1,53.1,4,9.9,19.3,6,1.03,10.1,292,Good
2853,27.4,41,12.9,18.9,23.7,4.2,1.01,12.2,264,Good
2854,28.8,59.9,17,23.5,34.5,23.5,1.63,8.7,446,Poor
2855,36.6,69.9,46,59.1,46.1,6.6,1.84,3.6,649,Poor
2856,33.7,85,5.4,21.5,34.2,9.5,1.1,7.5,687,Moderate
2857,20.5,47.4,1.4,6.6,17.7,6.6,1.08,13.2,427,Good
2858,30.8,60.8,12.6,21.9,21.1,7.1,1.33,5.5,596,Moderate
2859,36.8,60,10.1,30.6,27.6,8.9,1.73,3.7,762,Poor
2860,25.4,74.3,6,7.1,19.9,4.2,1.09,10.8,483,Good
2861,32.9,84.6,4.3,1.9,29.8,3.9,1.87,4,723,Poor
2862,27.1,63,1.7,5.2,25,4.9,1.02,11.4,583,Good
2863,28.1,69,0.5,2.8,19.5,6.9,1.06,11.8,491,Good
2864,26,63.6,26.7,44.6,27.6,6.8,1.38,6.5,444,Moderate
2865,26.3,60.5,10,18.9,24.6,3.7,0.97,10.1,459,Good
2866,32.8,53.2,8.1,24.5,26.3,11.2,1.61,5.4,363,Moderate
2867,33.3,98.3,36.1,67.4,50.4,2.1,2.52,2.9,494,Hazardous
2868,32.2,103.1,31.8,39.9,34.3,7.3,1.58,4.9,402,Poor
2869,37,76.1,131.3,145.5,57.3,24.3,2.94,7.6,702,Hazardous
2870,23.2,73.3,0.4,16.2,26.7,7.7,1.93,5.9,543,Moderate
2871,30.5,76,30.7,48.8,25.3,3.3,1.56,7.3,721,Moderate
2872,30.9,82,58.6,79.4,36.7,12.1,2.38,5.7,793,Poor
2873,29.9,68.7,0.5,7,11.9,7.5,0.87,13.9,547,Good
2874,28.9,48.7,12.1,18.5,20.3,6.4,1.03,10,499,Good
2875,41.5,96.7,30.7,47.9,34,15.8,2.02,3.4,584,Poor
2876,38.9,66.7,49.1,54,26.6,16.7,2.39,5.3,758,Poor
2877,24.7,85.3,10.8,24.6,39.9,9.7,2.08,15.5,638,Poor
2878,40.9,75.9,80.5,74.7,34,27.4,3.48,3.5,805,Hazardous
2879,25,67.9,37.7,41.8,28.7,3.5,1.59,5.1,477,Moderate
2880,30.4,64,9.3,10.3,35,4.9,1.57,5.6,708,Poor
2881,25.7,51.5,27.7,30.9,15.1,6.7,1.02,12,360,Good
2882,36,97.3,11,20.8,28.5,20.7,1.87,3.9,795,Poor
2883,27.3,43.5,36.1,38.6,21.8,7.2,1.06,19.7,479,Good
2884,26.3,45.3,5.8,14,18.3,2.8,0.96,12.2,411,Good
2885,17.4,45,1.8,5.9,20.4,5.7,0.86,10.5,311,Good
2886,36,43.9,64.7,76.1,31.1,7.7,1.34,5.1,488,Moderate
2887,30.7,80.4,5.4,12.4,24.5,12.9,1.22,5.3,639,Moderate
2888,20.4,69.8,37.4,42.3,17.5,3.2,0.86,16.5,494,Good
2889,32.2,91.3,0.3,26.5,19.7,27.9,1.88,3.3,661,Poor
2890,37,74.4,89.9,114.3,28,15.4,1.85,6.3,634,Poor
2891,21.8,77.8,4,9.1,15.5,8.4,0.98,11.5,273,Good
2892,34.3,89.5,9.4,15.6,28.4,9.4,1.48,6,505,Moderate
2893,32.2,76.4,0,10.3,24,11,1.49,5.9,347,Moderate
2894,20.4,92.4,1,19.5,36.5,22.6,2.62,9,494,Poor
2895,27.7,76.8,5.8,13.6,24.4,4.5,0.92,11.3,544,Good
2896,27.9,82.5,8.3,24.2,29,9.4,1.78,5.6,349,Moderate
2897,26.1,54.2,15.8,21.1,15.3,5.2,0.98,10,427,Good
2898,27.3,72.6,2.7,8,13.3,5.3,1.19,10,327,Good
2899,23.7,67.3,10.3,17.7,24.6,2.6,1.01,15.8,488,Good
2900,32.8,96,26.5,42.4,29.4,15.2,3.07,8.6,646,Hazardous
2901,23.3,57.5,90.3,114.3,27.7,26.6,2.15,5.1,494,Poor
